I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
;*;*;;;-;2;0;2;3;0;0;0%;0;0;-;-;7;0;0;2;29%;28%;0;0;16 Izabella Rapacz ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
4;4;4;;;-;9;3;2;7;0;0;0%;50;2;38%;18%;22;2;3;8;36%;14%;1;0;20 Anna B¹czyñska ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
2;2;2;;;-;4;2;3;13;0;2;31%;0;0;-;-;7;1;0;2;29%;14%;0;1;22 Karolina Fedorek ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;23 Paula Czerwiñska ;I£ Capital Legionovia Legionowo;13.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;13.11.2020, 18:00
;;*;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Martyna Gorzkiewicz ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
6;6;6;6;6;-;13;4;9;10;0;0;0%;1;0;100%;100%;23;3;1;11;48%;30%;2;4;2 Katarzyna Urbanowicz ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
2;2;2;2;2;-;18;8;10;18;2;2;0%;50;1;46%;20%;29;3;2;14;48%;31%;2;5;3 Katarzyna Marcyniuk ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
5;5;5;5;5;-;14;6;6;15;2;0;-13%;24;1;58%;21%;27;2;3;11;41%;22%;3;1;6 Adrianna Kukulska ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;7 Paulina Brzoska ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
*;*;*;*;*;-;0;0;0;0;0;0;-;22;0;55%;32%;0;0;0;0;-;-;0;0;8 Agata Nowak (L);I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
4;4;*;*;4;-;16;4;5;15;2;1;-7%;0;0;-;-;43;4;5;15;35%;14%;0;1;9 Joanna Sikorska ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
1;1;1;1;1;-;1;1;0;14;0;0;7%;0;0;-;-;5;1;0;1;20%;0%;0;2;10 Katarzyna Wenerska ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Aleksandra Muszyñska ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Pola Nowacka (L);I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;*;4;4;;-;10;6;1;4;2;0;-50%;0;0;-;-;23;4;3;9;39%;9%;1;0;18 Wiktoria Kowalska ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;;;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;19 Adrianna Muszyñska ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;*;*;*;;-;1;0;-1;1;0;0;100%;3;1;33%;0%;3;1;0;1;33%;0%;0;0;21 Oliwia Urban ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
3;3;3;3;3;-;9;4;6;25;0;1;12%;1;0;0%;0%;18;1;2;6;33%;17%;2;4;95 Magdalena Jurczyk ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
5;6;6;6;6;-;9;4;6;12;1;0;-8%;0;0;-;-;13;1;1;7;54%;38%;2;2;3 Kamila Witkowska ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Aleksandra Gancarz ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Pañko ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
*;1;1;1;1;-;5;2;3;14;2;0;-14%;0;0;-;-;4;0;0;2;50%;50%;3;1;7 Weronika Wo³odko ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Joanna Chor¹¿a ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
1;2;2;2;2;-;16;2;10;24;2;0;-4%;12;0;75%;50%;36;1;3;16;44%;33%;0;3;9 Natalia Murek ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
*;*;*;;;-;0;0;-3;0;0;0;-;33;3;42%;24%;0;0;0;0;-;-;0;0;10 Agnieszka Adamek (L);I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
6;;;;;-;1;0;0;1;1;0;-100%;0;0;-;-;2;0;0;1;50%;50%;0;0;11 Adrianna Szady ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
*;*;4;4;4;-;11;7;6;20;0;2;20%;1;0;0%;0%;33;3;2;8;24%;9%;1;2;14 Ma³gorzata Jasek ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;;*;*;*;-;0;0;-1;0;0;0;-;29;1;55%;31%;0;0;0;0;-;-;0;0;15 Karolina Pancewicz (L);I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
3;4;;;;-;1;0;-3;3;0;0;0%;0;0;-;-;11;1;3;1;9%;-27%;0;0;16 Izabella Rapacz ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Anna B¹czyñska ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
2;3;3;3;3;-;15;9;14;19;0;1;11%;2;0;0%;0%;14;1;0;5;36%;28%;9;5;22 Karolina Fedorek ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
4;5;5;5;5;-;19;7;17;14;0;0;0%;17;0;53%;18%;35;1;1;18;51%;46%;1;0;23 Paula Czerwiñska ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;24 Julia Kleszcz ;I£ Capital Legionovia Legionowo;23.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;23.11.2020, 20:30
*;*;*;*;;-;0;0;-1;0;0;0;-;22;1;59%;41%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
1;6;5;6;;-;4;2;4;14;0;0;0%;1;0;0%;0%;6;0;0;4;67%;67%;0;1;2 Julia Nowicka ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
3;2;1;2;;-;6;3;3;14;2;0;-14%;0;0;-;-;9;0;1;3;33%;22%;3;1;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
6;5;4;;;-;0;0;-1;5;0;0;0%;0;0;-;-;3;1;0;0;0%;-33%;0;2;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
5;4;3;4;;-;16;8;7;17;1;0;-6%;21;1;71%;43%;34;4;3;15;44%;24%;1;1;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
4;3;2;3;;-;20;9;7;23;5;3;-9%;0;0;-;-;48;6;2;16;33%;17%;1;4;12 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
2;1;6;1;;-;14;7;11;10;1;0;-10%;29;1;41%;24%;30;1;0;13;43%;40%;1;2;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
;*;*;5;;-;8;4;7;6;1;0;-17%;0;0;-;-;8;0;0;3;38%;38%;5;2;15 Kornelia Moskwa ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
*;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Ewelina Tobiasz ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
*;*;;*;;-;0;0;0;3;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;20 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
*;;;;;-;0;0;0;0;0;0;-;0;0;-;-;1;0;0;0;0%;0%;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
;*;5;;;-;2;1;0;2;1;0;-50%;5;0;40%;20%;7;0;1;2;29%;14%;0;0;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
1;1;1;6;;-;1;0;0;6;1;0;-17%;0;0;-;-;2;0;0;1;50%;50%;0;2;4 Marlena Kowalewska ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
3;3;3;2;;-;7;3;4;9;1;0;-11%;0;0;-;-;10;1;1;6;60%;40%;1;6;5 Agnieszka K¹kolewska ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
4;4;4;3;;-;19;5;10;19;1;1;0%;0;0;-;-;45;3;5;17;38%;20%;1;1;6 Jovana Brakocevic-Canzian ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
;;*;*;;-;3;1;3;2;0;0;0%;0;0;-;-;2;0;0;2;100%;100%;1;0;7 Katarzyna Po³eæ ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
;*;*;;;-;1;1;0;3;1;1;0%;0;0;-;-;0;0;0;0;-;-;0;2;8 Indy Baijens ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
6;6;6;5;;-;7;5;5;4;1;0;-25%;0;0;-;-;15;0;1;6;40%;33%;1;5;9 Iga Wasilewska ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
2;2;2;4;;-;14;4;3;18;2;0;-11%;26;2;42%;15%;29;5;2;13;45%;21%;1;2;11 Martyna £ukasik ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
;*;*;*;;-;0;0;0;0;0;0;-;12;0;50%;25%;0;0;0;0;-;-;0;0;13 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
5;5;*;1;;-;5;2;0;12;1;0;-8%;26;0;42%;27%;18;3;1;4;22%;0%;1;4;14 Natalia Mêdrzyk ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
*;*;;;;-;0;0;-1;0;0;0;-;13;1;15%;15%;0;0;0;0;-;-;0;0;16 Aleksandra ¯urawska (L);I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
*;*;*;*;;-;1;1;0;8;1;1;0%;0;0;-;-;0;0;0;0;-;-;0;0;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;20.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;20.11.2020, 20:30
3;3;3;3;;-;10;4;5;13;1;0;-8%;0;0;-;-;9;0;4;4;44%;0%;6;1;2 Gabriela Polañska ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
*;*;4;4;;-;15;9;12;8;3;0;-38%;0;0;-;-;26;0;0;11;42%;42%;4;5;3 Kiera Van Ryk ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
;*;;*;;-;0;0;-1;1;0;0;0%;4;1;25%;0%;1;0;0;0;0%;0%;0;0;4 Magdalena Grabka ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
*;*;;*;;-;1;1;1;3;0;0;0%;0;0;-;-;0;0;0;0;-;-;1;1;5 Marta Krajewska ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
4;4;;;;-;7;4;-1;4;1;0;-25%;0;0;-;-;19;3;4;6;32%;-5%;1;1;6 Aleksandra Rasiñska ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
2;2;2;2;;-;15;8;8;22;1;1;0%;12;0;50%;17%;29;2;4;12;41%;21%;2;1;7 Jelena Blagojeviæ ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
6;6;6;6;;-;11;7;7;16;1;3;31%;2;1;0%;0%;14;1;1;5;36%;21%;3;4;8 Anna Stencel ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
1;1;1;1;;-;0;0;0;16;0;0;12%;0;0;-;-;1;0;0;0;0%;0%;0;1;9 Anna Kaczmar ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Zuzanna Efimienko-M³otkowska ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
5;5;;;;-;4;1;1;4;0;0;0%;18;0;33%;6%;13;1;2;3;23%;0%;1;1;12 Alexandra Laziæ ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
;*;5;5;;-;9;2;6;8;1;0;-12%;23;0;48%;26%;17;2;0;9;53%;41%;0;0;16 Juliette Fidon-Lebleu ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
*;*;*;*;;-;0;0;-1;0;0;0;-;14;1;64%;36%;0;0;0;0;-;-;0;0;17 Aleksandra Krzos (L);I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Daria Przyby³a (L);I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
3;3;3;*;;-;13;2;7;14;3;1;-7%;0;0;-;-;36;2;1;12;33%;25%;0;3;1 Alexandra Dascalu ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
*;*;*;*;;-;0;0;-1;0;0;0;-;20;1;60%;35%;0;0;0;0;-;-;0;0;3 Monika Jag³a (L);I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
5;5;5;5;;-;6;4;3;10;0;0;0%;0;0;-;-;6;0;3;1;17%;-33%;5;2;4 Marta Pol ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
2;2;2;2;;-;3;2;0;15;1;0;0%;1;0;100%;0%;4;1;1;0;0%;-50%;3;2;5 Magdalena Hawry³a ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Reszelewska (L);I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
*;;;*;;-;0;0;0;1;0;0;0%;0;0;-;-;1;0;0;0;0%;0%;0;1;7 Magdalena Mazurek ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
4;4;4;4;;-;16;4;1;17;1;1;6%;18;2;28%;11%;45;4;8;14;31%;4%;1;1;8 Ewelina ¯urowska ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;9 Paulina Reiter ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Zuzanna Kuligowska ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
*;;*;3;;-;5;1;-1;2;1;0;-50%;0;0;-;-;14;3;2;4;29%;-7%;1;0;12 Natalia Lijewska ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Kinga Ró¿yñska ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
6;6;6;6;;-;5;3;4;9;0;1;11%;0;0;-;-;4;0;1;0;0%;-25%;4;2;14 Agata Michalewicz ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
1;1;1;1;;-;12;4;7;12;1;0;0%;48;1;48%;17%;27;1;2;11;41%;30%;1;2;15 Regiane Bidias ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Emilia Mucha ;I£ Capital Legionovia Legionowo;22.11.2020I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;22.11.2020, 15:00
5;3;5;;;-;9;4;5;9;0;0;0%;0;0;-;-;15;3;1;6;40%;13%;3;4;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
3;1;3;;;-;10;4;7;15;2;1;0%;0;0;-;-;24;0;1;8;33%;28%;1;1;3 Julie Oliveira Souza ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
1;5;1;;;-;10;2;8;8;1;0;-12%;18;0;50%;17%;21;1;0;9;43%;38%;1;2;4 Jessica Rivero Marin ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
4;2;4;;;-;15;4;8;13;2;0;-15%;26;1;31%;8%;31;3;1;13;42%;28%;2;1;6 Olivia Ró¿añski ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;7 Daria Szczyrba ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Zana Zdovc Sporer ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
2;6;2;;;-;12;3;10;13;2;0;0%;1;0;100%;0%;10;0;0;10;100%;100%;2;0;10 Shelly Stafford ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
*;*;*;;;-;0;0;-1;0;0;0;-;10;1;40%;10%;0;0;0;0;-;-;0;0;11 Izabela Lemañczyk (L);I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
;;*;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana D¹browska ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Maja Szymañska ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
*;*;*;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Paulina Majkowska ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
6;4;6;;;-;3;3;2;14;0;1;7%;0;0;-;-;3;0;1;0;0%;-33%;2;3;21 Alicja Grabka ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
;;*;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;62 Marta Matejko ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
1;1;1;;;-;1;0;1;8;0;0;12%;0;0;-;-;2;0;0;1;50%;50%;0;3;1 Ewelina Polak ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
6;6;6;;;-;6;1;6;5;0;0;0%;1;0;0%;0%;10;0;0;6;60%;60%;0;5;3 Monika Ptak ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
;3;*;;;-;1;0;1;7;0;0;0%;0;0;-;-;2;0;0;1;50%;50%;0;3;4 Karolina Bednarek ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
*;*;*;;;-;4;0;4;1;0;0;0%;0;0;-;-;4;0;0;4;100%;100%;0;0;5 Julia Szczurowska ;I£ Capital Legionovia Legionowo;21.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;21.11.2020, 16:00
