I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
6;3;6;6;6;-;2;0;-2;11;3;0;-27%;0;0;-;-;7;1;0;0;0%;-14%;2;4;22 Sylwia Kucharska ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
;*;;;;-;0;0;-1;1;0;0;100%;1;1;0%;0%;0;0;0;0;-;-;0;0;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
1;1;4;1;1;-;12;6;-1;16;1;0;6%;19;4;26%;11%;39;4;4;11;28%;8%;1;2;1 Aleksandra Kaza³a ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
6;6;3;6;6;-;4;3;4;21;0;3;24%;1;0;0%;0%;3;0;0;1;33%;33%;0;5;3 Ewelina Polak ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
*;*;*;*;4;-;5;2;1;7;1;0;-14%;13;0;31%;23%;17;0;3;5;29%;12%;0;3;5 Martyna Borowczak ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Mazur (L);I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
5;5;2;5;5;-;10;2;6;17;1;1;6%;0;0;-;-;17;0;3;7;41%;24%;2;6;8 Magdalena Janiuk ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
*;;*;*;;-;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;10 Karina Chmielewska ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
2;2;5;2;2;-;14;10;12;19;1;2;16%;0;0;-;-;14;0;1;5;36%;28%;7;8;11 Dominika Pierzcha³a ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
*;*;*;*;*;-;0;0;-1;0;0;0;-;33;1;58%;21%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;2;0;0;0;0%;0%;0;0;17 Koleta £yszkiewicz ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
3;3;6;3;3;-;22;9;19;9;0;0;0%;0;0;-;-;45;1;2;22;49%;42%;0;2;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;19 Alina Bartkowska ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
4;4;1;4;;-;9;3;3;7;0;0;0%;15;1;47%;7%;35;3;2;8;23%;9%;1;1;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;25.11.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;25.11.2021, 17:30
1;6;1;6;;-;9;3;5;19;3;1;-5%;0;0;-;-;12;1;0;5;42%;33%;3;6;2 Marta Orzy³owska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
6;5;6;5;;-;11;3;4;17;3;0;-18%;18;1;39%;0%;33;0;3;10;30%;21%;1;2;3 Kinga Stronias ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
3;2;3;2;;-;20;9;11;13;1;1;8%;20;1;70%;40%;42;2;5;17;40%;24%;2;3;5 Regiane Bidias ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
4;3;4;3;;-;17;10;13;16;1;2;12%;0;0;-;-;16;2;1;10;63%;44%;5;6;7 Vivian Pellegrino ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;9 Gabriela Borawska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
*;*;*;*;;-;0;0;-1;0;0;0;-;6;0;67%;33%;1;1;0;0;0%;-100%;0;0;10 Marta Pamu³a ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Aleksandra Muszyñska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
*;*;*;*;;-;0;0;-4;0;0;0;-;49;4;51%;27%;0;0;0;0;-;-;0;0;13 Adriana Adamek (L);I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
*;;*;;;-;1;1;1;0;0;0;-;0;0;-;-;0;0;0;0;-;-;1;0;14 Weronika Wo³odko ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
2;1;2;1;;-;2;0;-1;23;2;0;0%;0;0;-;-;5;1;0;2;40%;20%;0;4;17 Gabriela Makarowska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
5;4;5;4;;-;19;5;13;11;1;0;0%;0;0;-;-;32;3;2;17;53%;38%;2;1;20 Anna B¹czyñska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
;;*;;;-;0;0;-1;1;1;0;-100%;0;0;-;-;0;0;0;0;-;-;0;0;2 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
2;2;2;2;;-;7;5;4;20;0;2;15%;2;0;0%;0%;13;1;2;3;23%;0%;2;5;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
*;;;;;-;0;0;-1;1;1;0;-100%;0;0;-;-;0;0;0;0;-;-;0;0;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
6;6;6;6;;-;5;3;4;15;1;1;13%;0;0;-;-;4;0;0;2;50%;50%;2;3;7 Martyna £azowska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
4;4;4;4;;-;20;9;12;16;1;1;0%;27;2;63%;11%;39;2;3;18;46%;33%;1;0;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
5;5;5;5;;-;8;2;6;15;1;1;13%;1;1;0%;0%;11;0;0;5;45%;45%;2;5;9 Weronika Centka ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
;;*;3;;-;16;4;11;5;2;0;-40%;0;0;-;-;27;1;2;14;52%;41%;2;0;10 Ana Cleger ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
1;1;1;1;;-;11;5;5;23;0;1;9%;32;0;56%;9%;26;3;3;9;35%;12%;1;2;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Daria Skomorowska (L);I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
*;*;*;*;;-;0;0;-1;0;0;0;-;26;1;58%;15%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;23 Maja Pelczarska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
3;3;3;;;-;9;2;3;6;2;0;-33%;0;0;-;-;25;0;4;8;32%;16%;1;0;91 Julia Szczurowska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.12.2021, 19:00
6;5;6;;;-;7;3;7;8;0;1;25%;9;0;67%;22%;12;0;0;5;42%;42%;1;1;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
*;*;*;;;-;0;0;0;0;0;0;-;4;0;50%;25%;0;0;0;0;-;-;0;0;3 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
;*;*;;;-;1;1;1;0;0;0;-;4;0;75%;25%;3;0;0;1;33%;33%;0;0;5 Pietra Jukoski ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
1;6;1;;;-;13;6;12;9;0;2;22%;0;0;-;-;9;0;1;7;78%;67%;4;0;6 Kamila Witkowska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
5;4;5;;;-;8;5;2;11;0;0;0%;0;0;-;-;26;2;4;8;31%;8%;0;3;8 Weronika Sobiczewska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Ivna Colombo ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
2;1;2;;;-;2;1;0;13;2;1;-8%;0;0;-;-;0;0;0;0;-;-;1;0;12 Roberta Ratzke ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Angelika Gajer ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
4;3;4;;;-;8;4;6;11;2;1;-9%;0;0;-;-;9;0;0;4;44%;44%;3;1;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
;*;*;;;-;3;2;3;3;0;0;0%;4;0;25%;0%;3;0;0;1;33%;33%;2;0;18 Julita Piasecka ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
3;2;3;;;-;14;10;8;18;3;2;0%;15;1;67%;27%;19;0;2;12;63%;53%;0;3;21 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
1;1;*;;;-;6;1;-1;5;1;0;-20%;19;2;42%;11%;18;0;4;6;33%;11%;0;1;1 Aleksandra Kaza³a ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
6;6;6;;;-;1;0;1;5;0;0;0%;0;0;-;-;2;0;0;1;50%;50%;0;2;3 Ewelina Polak ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
*;*;;;;-;2;0;-2;2;2;0;-100%;9;1;22%;11%;4;0;1;2;50%;25%;0;1;5 Martyna Borowczak ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
*;*;*;;;-;0;0;0;0;0;0;-;2;0;50%;0%;0;0;0;0;-;-;0;0;6 Julia Mazur (L);I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
5;5;5;;;-;7;1;4;8;1;0;0%;1;0;0%;0%;11;1;1;6;55%;36%;1;2;8 Magdalena Janiuk ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
*;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Karina Chmielewska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
2;2;2;;;-;2;1;-1;6;0;0;0%;1;1;0%;0%;8;2;0;1;13%;-12%;1;1;11 Dominika Pierzcha³a ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
*;;;;;-;1;1;1;3;0;1;33%;0;0;-;-;0;0;0;0;-;-;0;0;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
*;*;*;;;-;0;0;-2;0;0;0;-;18;2;56%;33%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
;*;1;;;-;4;2;3;1;0;0;0%;2;0;0%;0%;5;0;1;2;40%;20%;2;1;17 Koleta £yszkiewicz ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
3;3;3;;;-;4;0;-1;7;1;0;0%;0;0;-;-;20;2;2;4;20%;0%;0;0;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
*;;*;;;-;2;0;-2;2;1;0;-50%;0;0;-;-;5;1;2;1;20%;-40%;1;0;19 Alina Bartkowska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
4;4;4;;;-;3;0;-1;5;2;0;-40%;14;1;64%;21%;15;1;0;1;7%;0%;2;1;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;04.12.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.12.2021, 20:30
3;3;4;3;4;-;18;8;7;13;2;0;-15%;0;0;-;-;51;5;4;18;35%;18%;0;3;1 Patrycja Balmas ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
*;*;*;*;*;-;0;0;-1;6;1;0;-17%;0;0;-;-;0;0;0;0;-;-;0;0;4 Kamila Kobus ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Aleksandra Justka (L);I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
;*;1;6;1;-;0;0;0;12;0;0;0%;0;0;-;-;1;0;0;0;0%;0%;0;2;7 Magdalena Mazurek ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
*;*;*;*;*;-;0;0;-2;0;0;0;-;27;2;70%;41%;0;0;0;0;-;-;0;0;8 Magdalena Saad (L);I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
4;4;5;4;5;-;19;8;7;20;1;0;10%;30;0;67%;43%;54;3;8;18;33%;13%;1;3;9 Zuzanna Szperlak ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
1;1;2;1;2;-;18;8;12;19;1;1;16%;35;0;66%;60%;36;1;4;16;44%;31%;1;2;10 Mariana Cassemiro ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
5;5;6;5;6;-;15;6;13;7;0;0;0%;1;0;0%;0%;22;0;2;12;55%;45%;3;7;11 Paulina Majkowska ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
;;3;2;3;-;4;3;2;13;2;0;0%;0;0;-;-;8;0;0;2;25%;25%;2;1;13 Kinga Ró¿yñska ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
*;*;;;;-;0;0;-5;2;1;0;-50%;0;0;-;-;5;2;2;0;0%;-80%;0;0;15 Majka Szczepañska-Pogoda ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
6;6;*;*;*;-;4;3;2;9;1;1;0%;0;0;-;-;1;0;1;0;0%;-100%;3;0;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
2;2;;;;-;6;3;5;3;0;0;0%;0;0;-;-;6;1;0;3;50%;33%;3;0;18 Leticia Hage ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Ewa Kwiatkowska ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
1;4;4;4;4;-;22;13;12;17;3;1;-12%;55;2;42%;24%;47;2;3;15;32%;21%;6;1;3 Karolina Dru¿kowska ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
;1;1;1;1;-;8;2;4;24;0;1;17%;6;0;83%;33%;22;1;3;5;23%;5%;2;0;8 Ewelina ¯urowska ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
*;;*;*;*;-;1;1;0;6;1;0;0%;0;0;-;-;1;0;0;1;100%;100%;0;0;9 Oriana Miechowicz ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
5;2;2;2;2;-;8;3;6;16;2;0;0%;1;0;0%;0%;12;0;0;6;50%;50%;2;5;11 Justyna £ukasik ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
3;6;6;6;6;-;24;9;17;9;3;0;-22%;0;0;-;-;45;3;1;18;40%;31%;6;1;12 Monika Ga³kowska ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
4;;*;;;-;2;1;-3;3;1;0;-33%;6;0;50%;33%;12;0;4;2;17%;-17%;0;1;13 Emilia Mucha ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
2;5;5;5;5;-;11;4;8;11;2;0;-18%;1;0;100%;0%;15;0;1;7;47%;40%;4;4;14 Aleksandra Cygan ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
*;*;*;*;*;-;0;0;0;0;0;0;-;22;0;45%;14%;0;0;0;0;-;-;0;0;15 Kinga Wysokiñska (L);I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Oliwia Ba³uk (L);I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
;;;;*;-;1;0;0;1;1;0;-100%;4;0;50%;50%;5;0;0;1;20%;20%;0;0;18 Aleksandra Dudek ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
6;3;3;3;3;-;1;1;-2;21;2;0;-10%;0;0;-;-;2;0;1;0;0%;-50%;1;0;22 Sylwia Kucharska ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;06.12.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;06.12.2021, 17:30
*;3;3;*;;-;14;9;9;9;3;1;-11%;30;2;23%;10%;35;0;0;12;34%;34%;1;1;1 Marta Wellna ;I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
3;*;;*;;-;3;1;3;1;0;0;0%;1;0;0%;0%;10;0;0;3;30%;30%;0;0;3 Aleksandra Gromadowska ;I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Magdalena Hawry³a ;I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
4;;;2;;-;2;2;-3;3;0;1;33%;7;2;29%;0%;6;1;2;0;0%;-50%;1;1;7 Andrea Kossanyiova ;I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
2;1;1;6;;-;8;6;4;14;3;1;-14%;1;0;100%;0%;8;0;1;3;38%;25%;4;3;8 Izabela Ba³ucka ;I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
1;6;6;5;;-;16;5;1;18;3;1;6%;13;0;54%;8%;36;7;5;15;42%;8%;0;0;9 Natalia Murek ;I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Agnieszka Adamek (L);I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
*;5;5;4;;-;1;1;-2;11;1;0;0%;0;0;-;-;5;1;1;1;20%;-20%;0;1;11 Adrianna Szady ;I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
;;;*;;-;0;0;-1;1;0;0;0%;1;0;0%;0%;2;1;0;0;0%;-50%;0;0;13 Joanna Chor¹¿a ;I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
*;2;2;1;;-;13;4;8;14;3;1;-14%;0;0;-;-;22;1;1;11;50%;41%;1;2;15 Nina Kociæ ;I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
*;*;*;*;;-;0;0;-1;0;0;0;-;25;1;56%;8%;0;0;0;0;-;-;0;0;17 Anna Bodasiñska (L);I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
6;*;;*;;-;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;19 Anna Kaczmar ;I£ Capital Legionovia Legionowo;05.12.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;05.12.2021, 12:30
