I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
;;*;;;-;0;0;0;0;0;0;-;1;0;100%;100%;0;0;0;0;-;-;0;0;33 Magdalena Saad (L);I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
;*;;;;-;0;0;0;1;0;0;100%;2;0;100%;50%;0;0;0;0;-;-;0;0;1 Aleksandra Kaza³a ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Aleksandra Szczyg³owska (L);I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;3 Karolina Dru¿kowska ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Katarzyna Wawrzyniak ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
5;5;5;;;-;15;8;13;10;1;1;10%;0;0;-;-;15;0;1;10;67%;60%;4;4;8 Magdalena Janiuk ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
4;4;4;;;-;11;6;7;15;2;0;0%;10;1;60%;10%;25;0;1;8;32%;28%;3;1;10 Andrea Kossanyiova ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Dagmara D¹browska ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
2;2;2;;;-;11;2;8;15;2;0;-7%;0;0;-;-;17;0;1;11;65%;59%;0;1;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
*;*;*;;;-;0;0;-3;0;0;0;-;21;3;48%;29%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
3;3;3;;;-;13;6;6;14;1;0;-7%;0;0;-;-;27;0;6;11;41%;19%;2;2;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Dominika Witowska ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
1;1;1;;;-;14;7;1;6;4;1;-50%;29;2;48%;24%;38;5;2;11;29%;11%;2;2;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
6;6;6;;;-;2;1;1;17;1;1;6%;0;0;-;-;2;0;0;1;50%;50%;0;2;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;18.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;18.09.2020, 18:00;2020/2021
5;5;;;*;-;2;0;0;6;0;0;0%;10;1;50%;50%;14;1;0;2;14%;7%;0;1;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
1;1;;;;-;1;0;1;7;0;0;0%;0;0;-;-;1;0;0;0;0%;0%;1;2;4 Marlena Kowalewska ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
3;3;;;;-;8;4;8;5;0;0;20%;0;0;-;-;8;0;0;6;75%;75%;2;2;5 Agnieszka Korneluk ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
4;4;3;3;3;-;24;9;15;10;4;0;-40%;0;0;-;-;40;2;3;20;50%;38%;4;2;6 Jovana Brakocevic-Canzian ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
;*;5;5;5;-;13;4;11;8;1;0;-12%;1;0;0%;0%;13;1;0;8;62%;54%;5;1;7 Katarzyna Po³eæ ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
;;2;2;2;-;6;5;1;13;4;2;-8%;0;0;-;-;3;1;0;0;0%;-33%;4;2;8 Indy Baijens ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
6;6;;;;-;5;2;0;7;1;1;14%;0;0;-;-;9;3;1;4;44%;0%;0;2;9 Iga Wasilewska ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
2;2;4;4;4;-;9;2;-2;12;1;0;-8%;25;4;56%;40%;32;5;1;8;25%;6%;1;2;10 Wilma Salas Rosell ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
*;*;1;1;1;-;10;5;5;19;3;3;5%;22;1;73%;41%;16;1;0;7;44%;38%;0;1;11 Martyna £ukasik ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
*;*;*;*;*;-;0;0;-2;0;0;0;-;25;2;68%;24%;0;0;0;0;-;-;0;0;13 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
*;*;*;*;*;-;1;1;-2;6;3;0;-50%;5;0;40%;40%;1;0;0;1;100%;100%;0;0;14 Natalia Mêdrzyk ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Aleksandra ¯urawska (L);I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
*;;6;6;6;-;3;1;3;10;0;0;0%;0;0;-;-;3;0;0;1;33%;33%;2;0;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
3;3;2;3;2;-;17;8;6;16;3;2;-6%;0;0;-;-;42;3;5;15;36%;17%;0;2;3 Bruna Honorio Marques ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Klaudia Laskowska ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
*;*;*;*;*;-;0;0;-2;0;0;0;-;25;2;48%;28%;0;0;0;0;-;-;0;0;5 Agata Witkowska (L);I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
2;2;1;2;1;-;13;5;6;21;4;4;5%;2;1;0%;0%;10;1;1;7;70%;50%;2;3;9 Andressa Picussa ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
1;1;6;1;6;-;13;4;4;16;3;1;-12%;30;1;40%;27%;34;1;4;11;32%;18%;1;1;10 Janisa Johnson ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
5;5;4;5;4;-;8;1;3;16;2;0;-6%;1;0;100%;0%;19;1;2;8;42%;26%;0;3;11 Justyna £ukasik ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
4;4;3;4;3;-;8;4;-2;17;0;1;12%;26;2;46%;27%;37;1;7;5;14%;-8%;2;1;12 Julia K¹kol ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
*;;;*;;-;0;0;0;1;0;0;0%;2;0;50%;50%;3;0;0;0;0%;0%;0;0;13 Renata Bia³a ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Paulina Zaborowska ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Sandra Szczygio³ ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
6;6;5;6;5;-;1;0;1;13;0;0;0%;0;0;-;-;2;0;0;1;50%;50%;0;3;18 Katarzyna Skorupa ;I£ Capital Legionovia Legionowo;27.09.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;27.09.2020, 20:30;2020/2021
2;1;3;3;;-;9;2;8;14;1;0;0%;1;0;100%;0%;13;0;0;7;54%;54%;2;3;3 Kamila Witkowska ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;*;;;;-;0;0;0;1;0;0;0%;0;0;-;-;1;0;0;0;0%;0%;0;0;5 Aleksandra Gancarz ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Pañko ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
*;*;*;*;;-;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;7 Weronika Wo³odko ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Joanna Chor¹¿a ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
1;6;2;2;;-;19;6;12;19;3;1;-11%;20;0;55%;20%;43;1;3;18;42%;33%;0;3;9 Natalia Murek ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Agnieszka Adamek (L);I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
6;5;1;1;;-;1;1;-2;14;3;1;-14%;0;0;-;-;3;0;0;0;0%;0%;0;5;11 Adrianna Szady ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Ma³gorzata Jasek ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
*;*;*;*;;-;0;0;-1;0;0;0;-;32;1;63%;31%;0;0;0;0;-;-;0;0;15 Karolina Pancewicz (L);I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
3;2;4;4;;-;20;7;10;13;2;0;-15%;0;0;-;-;41;5;3;18;44%;24%;2;3;16 Izabella Rapacz ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
4;3;5;5;;-;13;2;2;12;2;1;-8%;29;3;55%;21%;36;4;2;11;31%;14%;1;4;20 Anna B¹czyñska ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
5;4;6;6;;-;2;0;2;16;0;0;6%;0;0;-;-;8;0;0;2;25%;25%;0;2;22 Karolina Fedorek ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;2;0;0;0;0%;0%;0;0;23 Paula Czerwiñska ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;24 Julia Kleszcz ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
5;6;5;6;;-;10;2;9;11;1;0;0%;0;0;-;-;14;0;0;8;57%;56%;2;5;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
3;4;3;4;;-;12;4;7;12;1;0;-8%;0;0;-;-;32;2;2;9;28%;16%;3;5;3 Julie Oliveira Souza ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
1;2;1;2;;-;16;6;6;19;8;1;-37%;23;0;65%;30%;37;1;1;15;41%;35%;0;1;4 Jessica Rivero Marin ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
4;5;4;5;;-;16;5;6;16;3;0;-12%;35;3;46%;20%;35;3;1;14;40%;28%;2;2;6 Olivia Ró¿añski ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;;;*;;-;2;1;2;2;0;0;0%;2;0;0%;0%;5;0;0;2;40%;40%;0;0;7 Daria Szczyrba ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Zana Zdovc Sporer ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
2;3;2;3;;-;14;5;11;23;2;3;9%;1;0;100%;0%;18;0;1;10;56%;50%;1;4;10 Shelly Stafford ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
*;*;*;*;;-;0;0;0;0;0;0;-;19;0;74%;32%;0;0;0;0;-;-;0;0;11 Izabela Lemañczyk (L);I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
*;;*;*;;-;0;0;0;4;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana D¹browska ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Maja Szymañska ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Paulina Majkowska ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
6;1;6;1;;-;4;1;2;11;1;0;-9%;0;0;-;-;8;1;0;4;50%;38%;0;2;21 Alicja Grabka ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
*;;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;62 Marta Matejko ;I£ Capital Legionovia Legionowo;26.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;26.09.2020, 17:00;2020/2021
*;*;*;*;;-;0;0;0;0;0;0;-;26;0;58%;38%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
1;1;1;6;;-;6;2;5;9;1;0;-11%;0;0;-;-;6;0;0;4;67%;67%;2;2;2 Julia Nowicka ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
;;;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
6;6;3;2;;-;6;2;4;11;1;0;-9%;0;0;-;-;6;0;1;3;50%;33%;3;6;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
3;3;6;5;;-;4;2;4;12;0;1;8%;0;0;-;-;3;0;0;2;67%;67%;1;4;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
5;5;;*;;-;3;2;-3;5;1;0;-20%;12;2;33%;17%;11;2;1;2;18%;-9%;1;1;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
4;4;4;3;;-;20;2;13;15;3;0;-20%;1;0;0%;0%;37;3;1;17;46%;35%;3;1;12 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
2;2;2;1;;-;13;6;6;18;2;1;-6%;21;1;33%;29%;29;2;2;11;38%;24%;1;0;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;15 Kornelia Moskwa ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
*;*;;*;;-;0;0;0;4;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;16 Ewelina Tobiasz ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Justyna Kêdziora (L);I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
*;*;5;4;;-;11;5;0;12;0;0;0%;25;2;40%;12%;28;5;4;11;39%;7%;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
6;6;6;6;;-;10;3;7;7;2;0;-28%;0;0;-;-;12;0;1;7;58%;50%;3;1;2 Gabriela Polañska ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
4;4;4;4;;-;28;8;16;16;3;1;-12%;0;0;-;-;53;5;4;27;51%;34%;0;1;3 Kiera Van Ryk ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
;*;;*;;-;2;2;1;4;0;2;50%;7;0;43%;29%;2;1;0;0;0%;-50%;0;0;4 Magdalena Grabka ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
*;*;;;;-;0;0;-1;2;1;0;-50%;0;0;-;-;0;0;0;0;-;-;0;0;5 Marta £yczakowska ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
*;*;;;;-;3;1;3;1;0;0;0%;0;0;-;-;5;0;0;2;40%;40%;1;0;6 Aleksandra Rasiñska ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
2;2;2;2;;-;13;5;10;17;0;0;0%;19;0;58%;32%;28;0;3;12;43%;32%;1;0;7 Jelena Blagojeviæ ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
*;*;;*;;-;0;0;-1;7;1;0;-14%;0;0;-;-;0;0;0;0;-;-;0;0;8 Anna Obia³a ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
1;1;1;1;;-;1;0;1;16;0;0;0%;0;0;-;-;2;0;0;1;50%;50%;0;2;9 Anna Kaczmar ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
3;3;3;3;;-;9;6;6;13;2;0;-15%;0;0;-;-;9;1;0;5;56%;44%;4;2;10 Zuzanna Efimienko-M³otkowska ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
5;5;5;5;;-;10;6;2;14;3;2;-7%;38;1;47%;32%;24;1;3;8;33%;17%;0;1;12 Alexandra Laziæ ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Juliette Fidon-Lebleu ;I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
*;*;*;*;;-;0;0;-1;0;0;0;-;14;1;43%;14%;0;0;0;0;-;-;0;0;17 Aleksandra Krzos (L);I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Daria Przyby³a (L);I£ Capital Legionovia Legionowo;25.09.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.09.2020, 18:00;2020/2021
*;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Martyna Gorzkiewicz ;I£ Capital Legionovia Legionowo;28.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;28.09.2020, 20:30;2020/2021
6;;2;;;-;3;0;1;3;1;0;-33%;1;0;100%;0%;5;0;1;2;40%;20%;1;0;2 Katarzyna Urbanowicz ;I£ Capital Legionovia Legionowo;28.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;28.09.2020, 20:30;2020/2021
*;2;*;;;-;4;2;2;4;1;0;-25%;9;0;11%;0%;10;0;1;4;40%;30%;0;1;3 Katarzyna Marcyniuk ;I£ Capital Legionovia Legionowo;28.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;28.09.2020, 20:30;2020/2021
5;5;1;;;-;1;1;-6;3;0;0;0%;9;1;56%;33%;13;3;3;1;8%;-38%;0;0;6 Adrianna Kukulska ;I£ Capital Legionovia Legionowo;28.09.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;28.09.2020, 20:30;2020/2021
